status,ticker,company_name,source_path,target_path,mapping_source_level,chain_code,chain_name,position,subcategory,choice_count,note
moved,6136,富爾特,Pilot_Reports/6136_富爾特.md,Pilot_Reports/6136_富爾特.md,raw_member,I000,通信網路,下游,電信服務業,1,
moved,2208,台船,Pilot_Reports/2208_台船.md,Pilot_Reports/2208_台船.md,raw_member,AB20,風力發電,上游,風場營造,2,
moved,2630,亞航,Pilot_Reports/2630_亞航.md,Pilot_Reports/2630_亞航.md,raw_member,T000,交通運輸及航運,上游,貨櫃運輸集散及倉儲,1,
moved,2634,漢翔,Pilot_Reports/2634_漢翔.md,Pilot_Reports/2634_漢翔.md,raw_member,X000,其他,上游,其他,1,
moved,2644,中信造船,Pilot_Reports/2644_中信造船.md,Pilot_Reports/2644_中信造船.md,raw_member,X000,其他,上游,其他,1,
moved,2645,長榮航太,Pilot_Reports/2645_長榮航太.md,Pilot_Reports/2645_長榮航太.md,raw_member,T000,交通運輸及航運,上游,海陸空大眾運輸,1,
moved,4541,晟田,Pilot_Reports/4541_晟田.md,Pilot_Reports/4541_晟田.md,raw_member,X000,其他,上游,其他,1,
moved,4546,長亨,Pilot_Reports/4546_長亨.md,Pilot_Reports/4546_長亨.md,raw_member,P000,電機機械,下游,金屬加工處理,1,
moved,4572,駐龍,Pilot_Reports/4572_駐龍.md,Pilot_Reports/4572_駐龍.md,raw_member,P000,電機機械,下游,金屬加工處理,1,
moved,6753,龍德造船,Pilot_Reports/6753_龍德造船.md,Pilot_Reports/6753_龍德造船.md,raw_member,X000,其他,上游,其他,1,
moved,8222,寶一,Pilot_Reports/8222_寶一.md,Pilot_Reports/8222_寶一.md,raw_member,P000,電機機械,下游,金屬加工處理,1,
moved,1712,興農,Pilot_Reports/1712_興農.md,Pilot_Reports/1712_興農.md,raw_member,N000,石化及塑橡膠,下游,塑膠製品,2,
moved,1722,台肥,Pilot_Reports/1722_台肥.md,Pilot_Reports/1722_台肥.md,raw_member,X000,其他,上游,其他,1,
moved,6508,惠光,Pilot_Reports/6508_惠光.md,Pilot_Reports/6508_惠光.md,raw_member,N000,石化及塑橡膠,下游,塑膠製品,3,
moved,2610,華航,Pilot_Reports/2610_華航.md,Pilot_Reports/2610_華航.md,raw_member,T000,交通運輸及航運,上游,海陸空大眾運輸,1,
moved,2618,長榮航,Pilot_Reports/2618_長榮航.md,Pilot_Reports/2618_長榮航.md,raw_member,T000,交通運輸及航運,上游,海陸空大眾運輸,1,
moved,2646,星宇航空,Pilot_Reports/2646_星宇航空.md,Pilot_Reports/2646_星宇航空.md,map,T000,交通運輸及航運,上游,海陸空大眾運輸,1,
moved,6757,台灣虎航,Pilot_Reports/6757_台灣虎航.md,Pilot_Reports/6757_台灣虎航.md,map,T000,交通運輸及航運,上游,海陸空大眾運輸,1,
moved,4558,寶緯,Pilot_Reports/4558_寶緯.md,Pilot_Reports/4558_寶緯.md,raw_member,5800,運動科技,上游,裝置/器材零組件,2,
moved,6175,立敦,Pilot_Reports/6175_立敦.md,Pilot_Reports/6175_立敦.md,raw_member,J000,被動元件,上游,電容器材料(如電蝕/化成鋁箔、介面瓷粉),1,
moved,8942,森鉅,Pilot_Reports/8942_森鉅.md,Pilot_Reports/8942_森鉅.md,raw_member,S000,建材營造,下游,個人、民間企業、政府機構,2,
moved,1315,達新,Pilot_Reports/1315_達新.md,Pilot_Reports/1315_達新.md,raw_member,N000,石化及塑橡膠,下游,塑膠製品,3,
moved,1467,南緯,Pilot_Reports/1467_南緯.md,Pilot_Reports/1467_南緯.md,raw_member,O000,紡織,下游,染整,2,
moved,1473,台南,Pilot_Reports/1473_台南.md,Pilot_Reports/1473_台南.md,raw_member,O000,紡織,下游,成衣及其它家居紡織類品,1,
moved,1476,儒鴻,Pilot_Reports/1476_儒鴻.md,Pilot_Reports/1476_儒鴻.md,raw_member,O000,紡織,中游,織布,2,
moved,1477,聚陽,Pilot_Reports/1477_聚陽.md,Pilot_Reports/1477_聚陽.md,raw_member,O000,紡織,下游,成衣及其它家居紡織類品,1,
moved,2916,滿心,Pilot_Reports/2916_滿心.md,Pilot_Reports/2916_滿心.md,raw_member,V000,貿易百貨,上游,製造商,2,
moved,2924,宏太-KY,Pilot_Reports/2924_宏太-KY.md,Pilot_Reports/2924_宏太-KY.md,raw_member,V000,貿易百貨,上游,製造商,2,
moved,4413,飛寶企業,Pilot_Reports/4413_飛寶企業.md,Pilot_Reports/4413_飛寶企業.md,raw_member,O000,紡織,下游,成衣及其它家居紡織類品,1,
moved,4414,如興,Pilot_Reports/4414_如興.md,Pilot_Reports/4414_如興.md,raw_member,O000,紡織,下游,成衣及其它家居紡織類品,1,
moved,4432,銘旺實,Pilot_Reports/4432_銘旺實.md,Pilot_Reports/4432_銘旺實.md,raw_member,O000,紡織,下游,成衣及其它家居紡織類品,1,
moved,4438,廣越,Pilot_Reports/4438_廣越.md,Pilot_Reports/4438_廣越.md,raw_member,C200,醫療器材,中游,醫療器材研發、設計、製造,2,
moved,8932,智通,Pilot_Reports/8932_智通.md,Pilot_Reports/8932_智通.md,raw_member,X000,其他,上游,其他,1,
moved,1417,嘉裕,Pilot_Reports/1417_嘉裕.md,Pilot_Reports/1417_嘉裕.md,raw_member,O000,紡織,下游,成衣及其它家居紡織類品,1,
moved,6901,鑽石投資,Pilot_Reports/6901_鑽石投資.md,Pilot_Reports/6901_鑽石投資.md,raw_member,X000,其他,上游,其他,1,
moved,2207,和泰車,Pilot_Reports/2207_和泰車.md,Pilot_Reports/2207_和泰車.md,raw_member,A300,電動車輛產業,中游,零組件,3,
moved,2247,汎德永業,Pilot_Reports/2247_汎德永業.md,Pilot_Reports/2247_汎德永業.md,raw_member,3000,汽車,下游,銷售、進出口業務,1,
moved,1599,宏佳騰,Pilot_Reports/1599_宏佳騰.md,Pilot_Reports/1599_宏佳騰.md,raw_member,A300,電動車輛產業,下游,電動汽車、電動機車、電動自行車,2,
moved,2201,裕隆,Pilot_Reports/2201_裕隆.md,Pilot_Reports/2201_裕隆.md,raw_member,3000,汽車,中游,整車組裝、修理及技術服務,1,
moved,2204,中華,Pilot_Reports/2204_中華.md,Pilot_Reports/2204_中華.md,raw_member,3000,汽車,中游,整車組裝、修理及技術服務,2,
moved,2206,三陽工業,Pilot_Reports/2206_三陽工業.md,Pilot_Reports/2206_三陽工業.md,raw_member,3000,汽車,中游,整車組裝、修理及技術服務,2,
moved,2227,裕日車,Pilot_Reports/2227_裕日車.md,Pilot_Reports/2227_裕日車.md,raw_member,3000,汽車,中游,整車組裝、修理及技術服務,2,
moved,2237,華德動能,Pilot_Reports/2237_華德動能.md,Pilot_Reports/2237_華德動能.md,raw_member,A300,電動車輛產業,下游,電動汽車、電動機車、電動自行車,1,
moved,1319,東陽,Pilot_Reports/1319_東陽.md,Pilot_Reports/1319_東陽.md,raw_member,N000,石化及塑橡膠,下游,塑膠製品,4,
moved,1336,台翰,Pilot_Reports/1336_台翰.md,Pilot_Reports/1336_台翰.md,raw_member,I000,通信網路,上游,塑膠/金屬機殼,3,
moved,1338,廣華-KY,Pilot_Reports/1338_廣華-KY.md,Pilot_Reports/1338_廣華-KY.md,raw_member,3000,汽車,上游,其他,1,
moved,1339,昭輝,Pilot_Reports/1339_昭輝.md,Pilot_Reports/1339_昭輝.md,raw_member,N000,石化及塑橡膠,下游,塑膠製品,2,
moved,1506,正道,Pilot_Reports/1506_正道.md,Pilot_Reports/1506_正道.md,raw_member,P000,電機機械,下游,車用機械傳動設備及零配件,4,
moved,1512,瑞利,Pilot_Reports/1512_瑞利.md,Pilot_Reports/1512_瑞利.md,raw_member,P000,電機機械,下游,車用機械傳動設備及零配件,2,
moved,1521,大億,Pilot_Reports/1521_大億.md,Pilot_Reports/1521_大億.md,raw_member,3000,汽車,上游,車燈,1,
moved,1522,堤維西,Pilot_Reports/1522_堤維西.md,Pilot_Reports/1522_堤維西.md,raw_member,3000,汽車,上游,車燈,1,
moved,1524,耿鼎,Pilot_Reports/1524_耿鼎.md,Pilot_Reports/1524_耿鼎.md,raw_member,3000,汽車,上游,鈑金,1,
moved,1525,江申,Pilot_Reports/1525_江申.md,Pilot_Reports/1525_江申.md,raw_member,3000,汽車,上游,其他,1,
moved,1533,車王電,Pilot_Reports/1533_車王電.md,Pilot_Reports/1533_車王電.md,raw_member,A300,電動車輛產業,中游,零組件,5,
moved,1536,和大,Pilot_Reports/1536_和大.md,Pilot_Reports/1536_和大.md,raw_member,A300,電動車輛產業,中游,零組件,3,
moved,1563,巧新,Pilot_Reports/1563_巧新.md,Pilot_Reports/1563_巧新.md,raw_member,P000,電機機械,下游,車用機械傳動設備及零配件,2,
moved,1568,倉佑,Pilot_Reports/1568_倉佑.md,Pilot_Reports/1568_倉佑.md,raw_member,P000,電機機械,下游,車用機械傳動設備及零配件,2,
moved,1587,吉茂,Pilot_Reports/1587_吉茂.md,Pilot_Reports/1587_吉茂.md,raw_member,3000,汽車,上游,其他,1,
moved,2101,南港,Pilot_Reports/2101_南港.md,Pilot_Reports/2101_南港.md,raw_member,3000,汽車,上游,輪胎,1,
moved,2102,泰豐,Pilot_Reports/2102_泰豐.md,Pilot_Reports/2102_泰豐.md,raw_member,N000,石化及塑橡膠,下游,橡膠製品,3,
moved,2105,正新,Pilot_Reports/2105_正新.md,Pilot_Reports/2105_正新.md,raw_member,N000,石化及塑橡膠,下游,橡膠製品,1,
moved,2106,建大,Pilot_Reports/2106_建大.md,Pilot_Reports/2106_建大.md,raw_member,A300,電動車輛產業,中游,零組件,5,
moved,2109,華豐,Pilot_Reports/2109_華豐.md,Pilot_Reports/2109_華豐.md,raw_member,N000,石化及塑橡膠,下游,橡膠製品,1,
moved,2114,鑫永銓,Pilot_Reports/2114_鑫永銓.md,Pilot_Reports/2114_鑫永銓.md,raw_member,N000,石化及塑橡膠,下游,橡膠製品,1,
moved,2115,六暉-KY,Pilot_Reports/2115_六暉-KY.md,Pilot_Reports/2115_六暉-KY.md,raw_member,N000,石化及塑橡膠,下游,橡膠製品,1,
moved,2228,劍麟,Pilot_Reports/2228_劍麟.md,Pilot_Reports/2228_劍麟.md,raw_member,3000,汽車,上游,其他,1,
moved,2230,泰茂,Pilot_Reports/2230_泰茂.md,Pilot_Reports/2230_泰茂.md,raw_member,P000,電機機械,下游,車用機械傳動設備及零配件,2,
moved,2231,為升,Pilot_Reports/2231_為升.md,Pilot_Reports/2231_為升.md,raw_member,3000,汽車,中游,整車組裝、修理及技術服務,1,
moved,2235,謚源,Pilot_Reports/2235_謚源.md,Pilot_Reports/2235_謚源.md,raw_member,P000,電機機械,下游,車用機械傳動設備及零配件,2,
moved,2239,英利-KY,Pilot_Reports/2239_英利-KY.md,Pilot_Reports/2239_英利-KY.md,raw_member,3000,汽車,上游,保險桿,2,
moved,2241,艾姆勒,Pilot_Reports/2241_艾姆勒.md,Pilot_Reports/2241_艾姆勒.md,raw_member,3000,汽車,上游,車燈,9,
moved,2245,詠勝昌,Pilot_Reports/2245_詠勝昌.md,Pilot_Reports/2245_詠勝昌.md,raw_member,3000,汽車,上游,其他,1,
moved,2248,華勝-KY,Pilot_Reports/2248_華勝-KY.md,Pilot_Reports/2248_華勝-KY.md,raw_member,P000,電機機械,上游,傳動元件,8,
moved,2249,湧盛,Pilot_Reports/2249_湧盛.md,Pilot_Reports/2249_湧盛.md,raw_member,3000,汽車,上游,其他,1,
moved,2252,為昇科,Pilot_Reports/2252_為昇科.md,Pilot_Reports/2252_為昇科.md,raw_member,3000,汽車,上游,其他,2,
moved,2254,巨鎧精密-創,Pilot_Reports/2254_巨鎧精密-創.md,Pilot_Reports/2254_巨鎧精密-創.md,raw_member,P000,電機機械,下游,車用機械傳動設備及零配件,2,
moved,2255,凱銳光電,Pilot_Reports/2255_凱銳光電.md,Pilot_Reports/2255_凱銳光電.md,raw_member,3000,汽車,上游,其他,1,
moved,2256,歐特明,Pilot_Reports/2256_歐特明.md,Pilot_Reports/2256_歐特明.md,raw_member,3000,汽車,上游,其他,2,
moved,2497,怡利電,Pilot_Reports/2497_怡利電.md,Pilot_Reports/2497_怡利電.md,raw_member,3000,汽車,上游,其他,2,
moved,3162,精確,Pilot_Reports/3162_精確.md,Pilot_Reports/3162_精確.md,raw_member,C200,醫療器材,上游,電子零組件、塑化材料、五金零件,5,
moved,3346,麗清,Pilot_Reports/3346_麗清.md,Pilot_Reports/3346_麗清.md,raw_member,A200,LED照明產業,下游,封裝/模組,2,
moved,3552,同致,Pilot_Reports/3552_同致.md,Pilot_Reports/3552_同致.md,raw_member,3000,汽車,上游,其他,1,
moved,3685,元創精密,Pilot_Reports/3685_元創精密.md,Pilot_Reports/3685_元創精密.md,raw_member,A100,太陽能產業,下游,太陽能發電設備/系統及系統工程,4,
moved,4305,世坤,Pilot_Reports/4305_世坤.md,Pilot_Reports/4305_世坤.md,raw_member,N000,石化及塑橡膠,下游,塑膠製品,1,
moved,4528,江興鍛,Pilot_Reports/4528_江興鍛.md,Pilot_Reports/4528_江興鍛.md,raw_member,P000,電機機械,上游,傳動元件,4,
moved,4535,至興,Pilot_Reports/4535_至興.md,Pilot_Reports/4535_至興.md,raw_member,A300,電動車輛產業,中游,零組件,3,
moved,4543,萬在,Pilot_Reports/4543_萬在.md,Pilot_Reports/4543_萬在.md,raw_member,P000,電機機械,上游,五金元件及零配件,3,
moved,4551,智伸科,Pilot_Reports/4551_智伸科.md,Pilot_Reports/4551_智伸科.md,raw_member,3000,汽車,上游,其他,1,
moved,4559,久裕興,Pilot_Reports/4559_久裕興.md,Pilot_Reports/4559_久裕興.md,raw_member,B000,休閒娛樂,上游,休閒車業,3,
moved,2812,台中銀,Pilot_Reports/2812_台中銀.md,Pilot_Reports/2812_台中銀.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,3,
moved,2834,臺企銀,Pilot_Reports/2834_臺企銀.md,Pilot_Reports/2834_臺企銀.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,3,
moved,2801,彰銀,Pilot_Reports/2801_彰銀.md,Pilot_Reports/2801_彰銀.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,2836,高雄銀,Pilot_Reports/2836_高雄銀.md,Pilot_Reports/2836_高雄銀.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,2838,聯邦銀,Pilot_Reports/2838_聯邦銀.md,Pilot_Reports/2838_聯邦銀.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,2,
moved,2845,遠東銀,Pilot_Reports/2845_遠東銀.md,Pilot_Reports/2845_遠東銀.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,2849,安泰銀,Pilot_Reports/2849_安泰銀.md,Pilot_Reports/2849_安泰銀.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,2880,華南金,Pilot_Reports/2880_華南金.md,Pilot_Reports/2880_華南金.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,2884,玉山金,Pilot_Reports/2884_玉山金.md,Pilot_Reports/2884_玉山金.md,map,U000,金融,上游,金控業/銀行業/保險業,1,
moved,2886,兆豐金,Pilot_Reports/2886_兆豐金.md,Pilot_Reports/2886_兆豐金.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,2887,台新新光金,Pilot_Reports/2887_台新新光金.md,Pilot_Reports/2887_台新新光金.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,2890,永豐金,Pilot_Reports/2890_永豐金.md,Pilot_Reports/2890_永豐金.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,2891,中信金,Pilot_Reports/2891_中信金.md,Pilot_Reports/2891_中信金.md,map,U000,金融,上游,金控業/銀行業/保險業,1,
moved,2892,第一金,Pilot_Reports/2892_第一金.md,Pilot_Reports/2892_第一金.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,2897,王道銀行,Pilot_Reports/2897_王道銀行.md,Pilot_Reports/2897_王道銀行.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,5863,瑞興銀,Pilot_Reports/5863_瑞興銀.md,Pilot_Reports/5863_瑞興銀.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,5876,上海商銀,Pilot_Reports/5876_上海商銀.md,Pilot_Reports/5876_上海商銀.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,5880,合庫金,Pilot_Reports/5880_合庫金.md,Pilot_Reports/5880_合庫金.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,4154,樂威科-KY,Pilot_Reports/4154_樂威科-KY.md,Pilot_Reports/4154_樂威科-KY.md,raw_member,Y000,文化創意業,上游,其他,2,
moved,4911,德英,Pilot_Reports/4911_德英.md,Pilot_Reports/4911_德英.md,raw_member,C100,製藥,上游,原材料,3,
moved,4171,瑞基,Pilot_Reports/4171_瑞基.md,Pilot_Reports/4171_瑞基.md,raw_member,C200,醫療器材,中游,醫療器材研發、設計、製造,2,
moved,6236,中湛,Pilot_Reports/6236_中湛.md,Pilot_Reports/6236_中湛.md,raw_member,5500,資通訊安全,上游,網路安全防護,3,
moved,9928,中視,Pilot_Reports/9928_中視.md,Pilot_Reports/9928_中視.md,raw_member,Y000,文化創意業,上游,廣播電視/電影產業,1,
moved,1101,台泥,Pilot_Reports/1101_台泥.md,Pilot_Reports/1101_台泥.md,raw_member,1000,水泥,上游,石灰石,5,
moved,1102,亞泥,Pilot_Reports/1102_亞泥.md,Pilot_Reports/1102_亞泥.md,raw_member,AB20,風力發電,上游,風場開發,3,
moved,1103,嘉泥,Pilot_Reports/1103_嘉泥.md,Pilot_Reports/1103_嘉泥.md,raw_member,1000,水泥,中游,水泥成品,4,
moved,1104,環泥,Pilot_Reports/1104_環泥.md,Pilot_Reports/1104_環泥.md,raw_member,1000,水泥,中游,水泥成品,2,
moved,1108,幸福,Pilot_Reports/1108_幸福.md,Pilot_Reports/1108_幸福.md,raw_member,1000,水泥,上游,石灰石,5,
moved,1109,信大,Pilot_Reports/1109_信大.md,Pilot_Reports/1109_信大.md,raw_member,1000,水泥,上游,石灰石,5,
moved,1110,東泥,Pilot_Reports/1110_東泥.md,Pilot_Reports/1110_東泥.md,raw_member,1000,水泥,中游,水泥成品,1,
moved,1802,台玻,Pilot_Reports/1802_台玻.md,Pilot_Reports/1802_台玻.md,raw_member,L000,印刷電路板,上游,玻璃纖維/玻纖布,2,
moved,2504,國產,Pilot_Reports/2504_國產.md,Pilot_Reports/2504_國產.md,raw_member,1000,水泥,下游,預拌混凝土,2,
moved,5520,力泰,Pilot_Reports/5520_力泰.md,Pilot_Reports/5520_力泰.md,raw_member,1000,水泥,下游,預拌混凝土,1,
moved,8424,惠普,Pilot_Reports/8424_惠普.md,Pilot_Reports/8424_惠普.md,raw_member,S000,建材營造,上游,建材原料,1,
moved,8463,潤泰材,Pilot_Reports/8463_潤泰材.md,Pilot_Reports/8463_潤泰材.md,raw_member,AB20,風力發電,上游,其他配件,6,
moved,9930,中聯資源,Pilot_Reports/9930_中聯資源.md,Pilot_Reports/9930_中聯資源.md,raw_member,X000,其他,上游,環保潔能服務產業,1,
moved,1806,冠軍,Pilot_Reports/1806_冠軍.md,Pilot_Reports/1806_冠軍.md,raw_member,S000,建材營造,上游,建材原料,1,
moved,1809,中釉,Pilot_Reports/1809_中釉.md,Pilot_Reports/1809_中釉.md,raw_member,A200,LED照明產業,下游,封裝/模組,3,
moved,2062,橋椿,Pilot_Reports/2062_橋椿.md,Pilot_Reports/2062_橋椿.md,raw_member,X000,其他,上游,其他,1,
moved,5543,桓鼎-KY,Pilot_Reports/5543_桓鼎-KY.md,Pilot_Reports/5543_桓鼎-KY.md,raw_member,A300,電動車輛產業,中游,零組件,4,
moved,8930,青鋼,Pilot_Reports/8930_青鋼.md,Pilot_Reports/8930_青鋼.md,raw_member,Q000,鋼鐵,下游,金屬製品,2,
moved,8936,國統,Pilot_Reports/8936_國統.md,Pilot_Reports/8936_國統.md,raw_member,Q000,鋼鐵,中游,製管,2,
moved,9924,福興,Pilot_Reports/9924_福興.md,Pilot_Reports/9924_福興.md,raw_member,Q000,鋼鐵,下游,金屬製品,2,
moved,9934,成霖,Pilot_Reports/9934_成霖.md,Pilot_Reports/9934_成霖.md,raw_member,X000,其他,上游,其他,1,
moved,1324,地球,Pilot_Reports/1324_地球.md,Pilot_Reports/1324_地球.md,raw_member,N000,石化及塑橡膠,下游,塑膠製品,1,
moved,2427,三商電,Pilot_Reports/2427_三商電.md,Pilot_Reports/2427_三商電.md,raw_member,H000,觸控面板,下游,金融提款機(ATM),6,
moved,2433,互盛電,Pilot_Reports/2433_互盛電.md,Pilot_Reports/2433_互盛電.md,raw_member,X000,其他,上游,其他電子產品及電子服務產業,1,
moved,2482,連宇,Pilot_Reports/2482_連宇.md,Pilot_Reports/2482_連宇.md,raw_member,X000,其他,上游,其他電子產品及電子服務產業,1,
moved,4503,金雨,Pilot_Reports/4503_金雨.md,Pilot_Reports/4503_金雨.md,raw_member,A300,電動車輛產業,中游,零組件,4,
moved,5258,虹堡,Pilot_Reports/5258_虹堡.md,Pilot_Reports/5258_虹堡.md,raw_member,F000,電腦及週邊設備,下游,其他電腦及週邊設備,1,
moved,5438,東友,Pilot_Reports/5438_東友.md,Pilot_Reports/5438_東友.md,raw_member,F000,電腦及週邊設備,下游,印表機、傳真機、掃瞄器、多功能事務機、投影機,1,
moved,5490,同亨,Pilot_Reports/5490_同亨.md,Pilot_Reports/5490_同亨.md,raw_member,F000,電腦及週邊設備,下游,工業電腦,2,
moved,6128,上福,Pilot_Reports/6128_上福.md,Pilot_Reports/6128_上福.md,raw_member,B000,休閒娛樂,上游,旅館服務業,2,
moved,6160,欣技,Pilot_Reports/6160_欣技.md,Pilot_Reports/6160_欣技.md,raw_member,F000,電腦及週邊設備,下游,工業電腦,1,
moved,6593,台灣銘板,Pilot_Reports/6593_台灣銘板.md,Pilot_Reports/6593_台灣銘板.md,raw_member,R000,軟體服務,上游,資料處理服務,1,
moved,6914,阜爾運通,Pilot_Reports/6914_阜爾運通.md,Pilot_Reports/6914_阜爾運通.md,raw_member,X000,其他,上游,其他,1,
moved,8114,振樺電,Pilot_Reports/8114_振樺電.md,Pilot_Reports/8114_振樺電.md,raw_member,F000,電腦及週邊設備,下游,其他電腦及週邊設備,1,
moved,8342,益張,Pilot_Reports/8342_益張.md,Pilot_Reports/8342_益張.md,raw_member,X000,其他,上游,其他,1,
moved,2820,華票,Pilot_Reports/2820_華票.md,Pilot_Reports/2820_華票.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,2855,統一證,Pilot_Reports/2855_統一證.md,Pilot_Reports/2855_統一證.md,raw_member,U000,金融,上游,證券業,1,
moved,2889,國票金,Pilot_Reports/2889_國票金.md,Pilot_Reports/2889_國票金.md,raw_member,U000,金融,上游,金控業/銀行業/保險業,1,
moved,5864,致和證,Pilot_Reports/5864_致和證.md,Pilot_Reports/5864_致和證.md,raw_member,U000,金融,上游,證券業,1,
moved,6005,群益證,Pilot_Reports/6005_群益證.md,Pilot_Reports/6005_群益證.md,raw_member,U000,金融,上游,證券業,1,
moved,6015,宏遠證,Pilot_Reports/6015_宏遠證.md,Pilot_Reports/6015_宏遠證.md,raw_member,U000,金融,上游,證券業,1,
moved,6016,康和證,Pilot_Reports/6016_康和證.md,Pilot_Reports/6016_康和證.md,raw_member,U000,金融,上游,證券業,1,
moved,6020,大展證,Pilot_Reports/6020_大展證.md,Pilot_Reports/6020_大展證.md,raw_member,U000,金融,上游,證券業,1,
moved,6021,美好證,Pilot_Reports/6021_美好證.md,Pilot_Reports/6021_美好證.md,raw_member,U000,金融,上游,證券業,1,
moved,6023,元大期,Pilot_Reports/6023_元大期.md,Pilot_Reports/6023_元大期.md,raw_member,U000,金融,上游,期貨業,1,
moved,6024,群益期,Pilot_Reports/6024_群益期.md,Pilot_Reports/6024_群益期.md,raw_member,U000,金融,上游,期貨業,1,
moved,6026,福邦證,Pilot_Reports/6026_福邦證.md,Pilot_Reports/6026_福邦證.md,raw_member,U000,金融,上游,證券業,1,
moved,6027,德信,Pilot_Reports/6027_德信.md,Pilot_Reports/6027_德信.md,raw_member,U000,金融,上游,證券業,1,
moved,1310,台苯,Pilot_Reports/1310_台苯.md,Pilot_Reports/1310_台苯.md,raw_member,N000,石化及塑橡膠,下游,塑膠製品,1,
moved,1312,國喬,Pilot_Reports/1312_國喬.md,Pilot_Reports/1312_國喬.md,raw_member,N000,石化及塑橡膠,下游,塑膠製品,1,
moved,1313,聯成,Pilot_Reports/1313_聯成.md,Pilot_Reports/1313_聯成.md,raw_member,N000,石化及塑橡膠,下游,塑化劑(可塑劑),1,
moved,1326,台化,Pilot_Reports/1326_台化.md,Pilot_Reports/1326_台化.md,raw_member,N000,石化及塑橡膠,中游,石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等),8,
moved,1708,東鹼,Pilot_Reports/1708_東鹼.md,Pilot_Reports/1708_東鹼.md,raw_member,X000,其他,上游,其他,1,
moved,1709,和益,Pilot_Reports/1709_和益.md,Pilot_Reports/1709_和益.md,raw_member,N000,石化及塑橡膠,中游,石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等),1,
moved,1710,東聯,Pilot_Reports/1710_東聯.md,Pilot_Reports/1710_東聯.md,raw_member,O000,紡織,上游,石化原料(例如純對苯二甲酸、乙二醇、己內醯胺、丙烯腈等),2,
moved,1714,和桐,Pilot_Reports/1714_和桐.md,Pilot_Reports/1714_和桐.md,raw_member,N000,石化及塑橡膠,中游,石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等),1,
moved,1721,三晃,Pilot_Reports/1721_三晃.md,Pilot_Reports/1721_三晃.md,raw_member,N000,石化及塑橡膠,中游,石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等),2,
moved,1723,中碳,Pilot_Reports/1723_中碳.md,Pilot_Reports/1723_中碳.md,raw_member,A300,電動車輛產業,上游,鋰電池材料,3,
moved,1727,中華化,Pilot_Reports/1727_中華化.md,Pilot_Reports/1727_中華化.md,raw_member,D000,半導體,中游,化學品,3,
moved,1735,日勝化,Pilot_Reports/1735_日勝化.md,Pilot_Reports/1735_日勝化.md,raw_member,N000,石化及塑橡膠,中游,石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等),3,
moved,1773,勝一,Pilot_Reports/1773_勝一.md,Pilot_Reports/1773_勝一.md,raw_member,G000,平面顯示器,上游,化學品(如光阻劑、靶材等),2,
moved,1776,展宇,Pilot_Reports/1776_展宇.md,Pilot_Reports/1776_展宇.md,raw_member,N000,石化及塑橡膠,中游,石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等),3,
moved,3678,聯享,Pilot_Reports/3678_聯享.md,Pilot_Reports/3678_聯享.md,raw_member,H000,觸控面板,上游,ITO導電薄膜,1,
moved,6729,機光科技,Pilot_Reports/6729_機光科技.md,Pilot_Reports/6729_機光科技.md,raw_member,A200,LED照明產業,中游,生產製程、檢測設備及原物料,1,
moved,8435,鉅邁,Pilot_Reports/8435_鉅邁.md,Pilot_Reports/8435_鉅邁.md,raw_member,X000,其他,上游,環保潔能服務產業,2,
moved,8438,昶昕,Pilot_Reports/8438_昶昕.md,Pilot_Reports/8438_昶昕.md,raw_member,L000,印刷電路板,上游,生產製程及檢測設備,2,
moved,2314,台揚,Pilot_Reports/2314_台揚.md,Pilot_Reports/2314_台揚.md,raw_member,4100,太空衛星科技,上游,零組件/材料,2,
moved,2321,東訊,Pilot_Reports/2321_東訊.md,Pilot_Reports/2321_東訊.md,raw_member,I000,通信網路,下游,光通訊設備(如光纖電纜、光傳輸設備),3,
