ticker,company_name,theme_id,theme_tag,role,source_path,matched_text,confidence,status
1101,台泥,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1101,台泥,theme.ev,電動車,downstream,supply_chain.downstream[3],電動車,high,needs_review
1303,南亞,theme.abf_substrate,ABF 載板,related,business.summary,ABF 載板,high,needs_review
1303,南亞,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
1303,南亞,theme.abf_substrate,ABF 載板,downstream,supply_chain.downstream[2],ABF 載板,high,needs_review
1303,南亞,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,supply_chain.downstream[2],NVIDIA,medium,needs_review
1303,南亞,theme.abf_substrate,ABF 載板,downstream,relationships.customers[1],ABF 載板,high,needs_review
1303,南亞,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,relationships.customers[1],NVIDIA,medium,needs_review
1312,國喬,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1319,東陽,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1319,東陽,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[4],Tesla,medium,needs_review
1319,東陽,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[3],Tesla,medium,needs_review
1326,台化,theme.apple_supply_chain,Apple 供應鏈,downstream,relationships.customers[1],蘋果,medium,needs_review
1339,昭輝,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1409,新纖,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1409,新纖,theme.ev,電動車,downstream,supply_chain.downstream[3],電動車,high,needs_review
1409,新纖,theme.ev,電動車,downstream,relationships.customers[2],電動車,high,needs_review
1444,力麗,theme.apple_supply_chain,Apple 供應鏈,downstream,supply_chain.downstream[1],Apple,medium,needs_review
1444,力麗,theme.apple_supply_chain,Apple 供應鏈,downstream,relationships.customers[0],Apple,medium,needs_review
1449,佳和,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1449,佳和,theme.ev,電動車,related,supply_chain.other[5],電動車,high,needs_review
1449,佳和,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[1],Tesla,medium,needs_review
1449,佳和,theme.ev,電動車,downstream,relationships.customers[1],電動車,high,needs_review
1503,士電,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1504,東元,theme.data_center,資料中心,related,business.summary,資料中心,high,needs_review
1504,東元,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1504,東元,theme.data_center,資料中心,downstream,supply_chain.downstream[3],資料中心,high,needs_review
1504,東元,theme.data_center,資料中心,downstream,relationships.customers[2],資料中心,high,needs_review
1506,正道,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1514,亞力,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
1514,亞力,theme.data_center,資料中心,related,business.summary,資料中心,high,needs_review
1516,川飛,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1516,川飛,theme.ev,電動車,downstream,relationships.customers[2],電動車,high,needs_review
1519,華城,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
1519,華城,theme.data_center,資料中心,related,business.summary,資料中心,high,needs_review
1519,華城,theme.data_center,資料中心,downstream,supply_chain.downstream[3],資料中心,high,needs_review
1522,堤維西,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1533,車王電,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1536,和大,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1536,和大,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[2],Tesla,medium,needs_review
1536,和大,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[3],Tesla,medium,needs_review
1536,和大,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[1],Tesla,medium,needs_review
1560,中砂,theme.silicon_wafer,矽晶圓,related,business.summary,矽晶圓,high,needs_review
1560,中砂,theme.silicon_wafer,矽晶圓,upstream,supply_chain.upstream[2],矽晶圓,high,needs_review
1560,中砂,theme.sic,碳化矽,upstream,supply_chain.upstream[3],碳化矽,high,needs_review
1560,中砂,theme.silicon_wafer,矽晶圓,upstream,relationships.suppliers[1],矽晶圓,high,needs_review
1563,巧新,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1563,巧新,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[3],Tesla,medium,needs_review
1563,巧新,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[2],Tesla,medium,needs_review
1569,濱川,theme.apple_supply_chain,Apple 供應鏈,downstream,supply_chain.downstream[1],Apple,medium,needs_review
1569,濱川,theme.apple_supply_chain,Apple 供應鏈,downstream,relationships.customers[0],Apple,medium,needs_review
1582,信錦,theme.leo_satellite,低軌衛星,related,business.summary,低軌衛星,high,needs_review
1586,和勤,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1586,和勤,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[1],Tesla,medium,needs_review
1586,和勤,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[0],Tesla,medium,needs_review
1586,和勤,theme.ev,電動車,downstream,relationships.customers[0],電動車,high,needs_review
1587,吉茂,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
1587,吉茂,theme.ai_server,AI 伺服器,midstream,supply_chain.midstream[1],AI 伺服器,high,needs_review
1590,亞德客-KY,theme.apple_supply_chain,Apple 供應鏈,downstream,supply_chain.downstream[1],Apple,medium,needs_review
1599,宏佳騰,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1599,宏佳騰,theme.ev,電動車,downstream,supply_chain.downstream[2],電動車,high,needs_review
1599,宏佳騰,theme.ev,電動車,downstream,relationships.customers[1],電動車,high,needs_review
1605,華新,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1605,華新,theme.ev,電動車,downstream,supply_chain.downstream[0],電動車,high,needs_review
1608,華榮,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
1609,大亞,theme.leo_satellite,低軌衛星,related,business.summary,低軌衛星,high,needs_review
1609,大亞,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1609,大亞,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[2],Tesla,medium,needs_review
1609,大亞,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[1],Tesla,medium,needs_review
1612,宏泰,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
1612,宏泰,theme.data_center,資料中心,related,business.summary,資料中心,high,needs_review
1612,宏泰,theme.data_center,資料中心,downstream,supply_chain.downstream[3],資料中心,high,needs_review
1612,宏泰,theme.data_center,資料中心,downstream,relationships.customers[2],資料中心,high,needs_review
1616,億泰,theme.5g,5G,related,business.summary,5G,high,needs_review
1616,億泰,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1616,億泰,theme.5g,5G,midstream,supply_chain.midstream[1],5G,high,needs_review
1616,億泰,theme.ev,電動車,midstream,supply_chain.midstream[1],電動車,high,needs_review
1710,東聯,theme.euv,EUV,downstream,relationships.customers[0],EUV,high,needs_review
1711,永光,theme.leo_satellite,低軌衛星,downstream,relationships.customers[2],低軌衛星,high,needs_review
1717,長興,theme.cowos,CoWoS,related,business.summary,CoWoS,high,needs_review
1717,長興,theme.cowos,CoWoS,midstream,supply_chain.midstream[1],CoWoS,high,needs_review
1717,長興,theme.cowos,CoWoS,downstream,supply_chain.downstream[1],CoWoS,high,needs_review
1717,長興,theme.cowos,CoWoS,downstream,relationships.customers[0],CoWoS,high,needs_review
1717,長興,theme.apple_supply_chain,Apple 供應鏈,downstream,relationships.customers[0],Apple,medium,needs_review
1717,長興,theme.cowos,CoWoS,related,relationships.competitors[2],CoWoS,high,needs_review
1721,三晃,theme.cowos,CoWoS,related,business.summary,CoWoS,high,needs_review
1721,三晃,theme.cowos,CoWoS,downstream,supply_chain.downstream[1],CoWoS,high,needs_review
1721,三晃,theme.cowos,CoWoS,downstream,relationships.customers[0],CoWoS,high,needs_review
1723,中碳,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1723,中碳,theme.ev,電動車,midstream,supply_chain.midstream[1],電動車,high,needs_review
1723,中碳,theme.sic,碳化矽,downstream,supply_chain.downstream[1],碳化矽,high,needs_review
1723,中碳,theme.ev,電動車,downstream,supply_chain.downstream[1],電動車,high,needs_review
1723,中碳,theme.ev,電動車,downstream,relationships.customers[0],電動車,high,needs_review
1773,勝一,theme.photoresist,光阻液,related,business.summary,光阻液,high,needs_review
1773,勝一,theme.photoresist,光阻液,downstream,supply_chain.downstream[2],光阻液,high,needs_review
1773,勝一,theme.photoresist,光阻液,downstream,relationships.customers[1],光阻液,high,needs_review
1785,光洋科,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1802,台玻,theme.5g,5G,related,business.summary,5G,high,needs_review
1802,台玻,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
1802,台玻,theme.5g,5G,downstream,supply_chain.downstream[2],5G,high,needs_review
1802,台玻,theme.ai_server,AI 伺服器,downstream,supply_chain.downstream[2],AI 伺服器,high,needs_review
1802,台玻,theme.ai_server,AI 伺服器,downstream,relationships.customers[0],AI 伺服器,high,needs_review
1802,台玻,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,relationships.customers[0],NVIDIA,medium,needs_review
1809,中釉,theme.ev,電動車,related,business.summary,電動車,high,needs_review
1809,中釉,theme.ev,電動車,midstream,supply_chain.midstream[2],電動車,high,needs_review
1809,中釉,theme.ev,電動車,downstream,relationships.customers[2],電動車,high,needs_review
1815,富喬,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2010,春源,theme.ev,電動車,downstream,supply_chain.downstream[2],電動車,high,needs_review
2012,春雨,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2025,千興,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2025,千興,theme.ai_server,AI 伺服器,downstream,supply_chain.downstream[0],AI 伺服器,high,needs_review
2025,千興,theme.ai_server,AI 伺服器,downstream,relationships.customers[1],AI 伺服器,high,needs_review
2027,大成鋼,theme.ev,電動車,downstream,relationships.customers[1],電動車,high,needs_review
2059,川湖,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2059,川湖,theme.ai_server,AI 伺服器,downstream,supply_chain.downstream[3],AI 伺服器,high,needs_review
2059,川湖,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,supply_chain.downstream[3],NVIDIA,medium,needs_review
2059,川湖,theme.ai_server,AI 伺服器,downstream,relationships.customers[2],AI 伺服器,high,needs_review
2059,川湖,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,relationships.customers[2],NVIDIA,medium,needs_review
2066,世德,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2066,世德,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[1],Tesla,medium,needs_review
2066,世德,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[2],Tesla,medium,needs_review
2066,世德,theme.ev,電動車,downstream,relationships.customers[2],電動車,high,needs_review
2069,運錩,theme.apple_supply_chain,Apple 供應鏈,downstream,relationships.customers[0],Apple,medium,needs_review
2101,南港,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2101,南港,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[2],Tesla,medium,needs_review
2101,南港,theme.ev,電動車,downstream,supply_chain.downstream[2],電動車,high,needs_review
2101,南港,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[1],Tesla,medium,needs_review
2101,南港,theme.ev,電動車,downstream,relationships.customers[1],電動車,high,needs_review
2201,裕隆,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2201,裕隆,theme.ev,電動車,upstream,supply_chain.upstream[2],電動車,high,needs_review
2201,裕隆,theme.ev,電動車,downstream,supply_chain.downstream[4],電動車,high,needs_review
2201,裕隆,theme.ev,電動車,upstream,relationships.suppliers[1],電動車,high,needs_review
2204,中華,theme.ev,電動車,midstream,supply_chain.midstream[1],電動車,high,needs_review
2228,劍麟,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2231,為升,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2231,為升,theme.ev,電動車,downstream,supply_chain.downstream[2],電動車,high,needs_review
2231,為升,theme.ev,電動車,downstream,relationships.customers[1],電動車,high,needs_review
2235,謚源,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2236,百達-KY,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2236,百達-KY,theme.ev,電動車,downstream,supply_chain.downstream[1],電動車,high,needs_review
2236,百達-KY,theme.ev,電動車,downstream,relationships.customers[0],電動車,high,needs_review
2239,英利-KY,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2239,英利-KY,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[2],Tesla,medium,needs_review
2239,英利-KY,theme.ev,電動車,downstream,supply_chain.downstream[2],電動車,high,needs_review
2239,英利-KY,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[1],Tesla,medium,needs_review
2241,艾姆勒,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2241,艾姆勒,theme.ai_server,AI 伺服器,downstream,supply_chain.downstream[3],AI 伺服器,high,needs_review
2241,艾姆勒,theme.ai_server,AI 伺服器,downstream,relationships.customers[2],AI 伺服器,high,needs_review
2243,宏旭-KY,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2245,詠勝昌,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2245,詠勝昌,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[3],Tesla,medium,needs_review
2245,詠勝昌,theme.ev,電動車,downstream,supply_chain.downstream[3],電動車,high,needs_review
2245,詠勝昌,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[2],Tesla,medium,needs_review
2245,詠勝昌,theme.ev,電動車,downstream,relationships.customers[2],電動車,high,needs_review
2248,華勝-KY,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[3],Tesla,medium,needs_review
2248,華勝-KY,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[2],Tesla,medium,needs_review
2256,歐特明,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2256,歐特明,theme.nvidia_supply_chain,NVIDIA 供應鏈,upstream,supply_chain.upstream[2],NVIDIA,medium,needs_review
2256,歐特明,theme.ev,電動車,downstream,supply_chain.downstream[3],電動車,high,needs_review
2256,歐特明,theme.nvidia_supply_chain,NVIDIA 供應鏈,upstream,relationships.suppliers[1],NVIDIA,medium,needs_review
2258,鴻華先進-創,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2258,鴻華先進-創,theme.ev,電動車,midstream,supply_chain.midstream[1],電動車,high,needs_review
2258,鴻華先進-創,theme.ev,電動車,downstream,relationships.customers[1],電動車,high,needs_review
2258,鴻華先進-創,theme.ev,電動車,upstream,relationships.suppliers[3],電動車,high,needs_review
2301,光寶科,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2301,光寶科,theme.leo_satellite,低軌衛星,related,business.summary,低軌衛星,high,needs_review
2301,光寶科,theme.sic,碳化矽,upstream,supply_chain.upstream[1],碳化矽,high,needs_review
2301,光寶科,theme.ai_server,AI 伺服器,midstream,supply_chain.midstream[1],AI 伺服器,high,needs_review
2301,光寶科,theme.data_center,資料中心,downstream,supply_chain.downstream[1],資料中心,high,needs_review
2301,光寶科,theme.leo_satellite,低軌衛星,downstream,supply_chain.downstream[3],低軌衛星,high,needs_review
2301,光寶科,theme.ai_server,AI 伺服器,downstream,relationships.customers[0],AI 伺服器,high,needs_review
2301,光寶科,theme.leo_satellite,低軌衛星,downstream,relationships.customers[2],低軌衛星,high,needs_review
2302,麗正,theme.silicon_wafer,矽晶圓,upstream,supply_chain.upstream[1],矽晶圓,high,needs_review
2302,麗正,theme.silicon_wafer,矽晶圓,upstream,relationships.suppliers[0],矽晶圓,high,needs_review
2303,聯電,theme.silicon_wafer,矽晶圓,upstream,supply_chain.upstream[1],矽晶圓,high,needs_review
2303,聯電,theme.5g,5G,downstream,supply_chain.downstream[2],5G,high,needs_review
2303,聯電,theme.silicon_wafer,矽晶圓,upstream,relationships.suppliers[0],矽晶圓,high,needs_review
2308,台達電,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2308,台達電,theme.data_center,資料中心,related,business.summary,資料中心,high,needs_review
2308,台達電,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2308,台達電,theme.sic,碳化矽,upstream,supply_chain.upstream[2],碳化矽,high,needs_review
2308,台達電,theme.ai_server,AI 伺服器,midstream,supply_chain.midstream[1],AI 伺服器,high,needs_review
2308,台達電,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,supply_chain.downstream[1],NVIDIA,medium,needs_review
2308,台達電,theme.data_center,資料中心,downstream,supply_chain.downstream[1],資料中心,high,needs_review
2308,台達電,theme.ev,電動車,downstream,supply_chain.downstream[2],電動車,high,needs_review
2308,台達電,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,relationships.customers[0],NVIDIA,medium,needs_review
2308,台達電,theme.data_center,資料中心,downstream,relationships.customers[0],資料中心,high,needs_review
2308,台達電,theme.ev,電動車,downstream,relationships.customers[1],電動車,high,needs_review
2313,華通,theme.leo_satellite,低軌衛星,related,business.summary,低軌衛星,high,needs_review
2313,華通,theme.leo_satellite,低軌衛星,downstream,supply_chain.downstream[2],低軌衛星,high,needs_review
2313,華通,theme.leo_satellite,低軌衛星,downstream,relationships.customers[1],低軌衛星,high,needs_review
2314,台揚,theme.5g,5G,related,business.summary,5G,high,needs_review
2314,台揚,theme.leo_satellite,低軌衛星,related,business.summary,低軌衛星,high,needs_review
2314,台揚,theme.leo_satellite,低軌衛星,midstream,supply_chain.midstream[1],低軌衛星,high,needs_review
2314,台揚,theme.5g,5G,midstream,supply_chain.midstream[2],5G,high,needs_review
2314,台揚,theme.leo_satellite,低軌衛星,downstream,supply_chain.downstream[1],低軌衛星,high,needs_review
2314,台揚,theme.5g,5G,downstream,supply_chain.downstream[2],5G,high,needs_review
2314,台揚,theme.leo_satellite,低軌衛星,downstream,relationships.customers[0],低軌衛星,high,needs_review
2314,台揚,theme.5g,5G,downstream,relationships.customers[1],5G,high,needs_review
2317,鴻海,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2317,鴻海,theme.ai_server,AI 伺服器,midstream,supply_chain.midstream[1],AI 伺服器,high,needs_review
2317,鴻海,theme.ev,電動車,midstream,supply_chain.midstream[1],電動車,high,needs_review
2317,鴻海,theme.apple_supply_chain,Apple 供應鏈,downstream,supply_chain.downstream[1],Apple,medium,needs_review
2317,鴻海,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,supply_chain.downstream[2],NVIDIA,medium,needs_review
2317,鴻海,theme.ev,電動車,downstream,supply_chain.downstream[3],電動車,high,needs_review
2317,鴻海,theme.apple_supply_chain,Apple 供應鏈,downstream,relationships.customers[0],Apple,medium,needs_review
2317,鴻海,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,relationships.customers[1],NVIDIA,medium,needs_review
2321,東訊,theme.ev,電動車,downstream,relationships.customers[3],電動車,high,needs_review
2323,中環,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2324,仁寶,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2324,仁寶,theme.ai_server,AI 伺服器,upstream,supply_chain.upstream[2],AI 伺服器,high,needs_review
2324,仁寶,theme.nvidia_supply_chain,NVIDIA 供應鏈,upstream,supply_chain.upstream[2],NVIDIA,medium,needs_review
2324,仁寶,theme.ai_server,AI 伺服器,midstream,supply_chain.midstream[2],AI 伺服器,high,needs_review
2324,仁寶,theme.ai_server,AI 伺服器,downstream,supply_chain.downstream[2],AI 伺服器,high,needs_review
2324,仁寶,theme.ai_server,AI 伺服器,downstream,relationships.customers[2],AI 伺服器,high,needs_review
2324,仁寶,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,relationships.customers[2],NVIDIA,medium,needs_review
2327,國巨,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2327,國巨,theme.ai_server,AI 伺服器,downstream,supply_chain.downstream[1],AI 伺服器,high,needs_review
2327,國巨,theme.ai_server,AI 伺服器,downstream,relationships.customers[2],AI 伺服器,high,needs_review
2329,華泰,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2330,台積電,theme.euv,EUV,upstream,supply_chain.upstream[1],EUV,high,needs_review
2330,台積電,theme.silicon_wafer,矽晶圓,upstream,supply_chain.upstream[2],矽晶圓,high,needs_review
2330,台積電,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,supply_chain.downstream[2],NVIDIA,medium,needs_review
2330,台積電,theme.apple_supply_chain,Apple 供應鏈,downstream,relationships.customers[0],Apple,medium,needs_review
2330,台積電,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,relationships.customers[1],NVIDIA,medium,needs_review
2330,台積電,theme.euv,EUV,upstream,relationships.suppliers[0],EUV,high,needs_review
2331,精英,theme.nvidia_supply_chain,NVIDIA 供應鏈,upstream,supply_chain.upstream[2],NVIDIA,medium,needs_review
2331,精英,theme.nvidia_supply_chain,NVIDIA 供應鏈,upstream,relationships.suppliers[1],NVIDIA,medium,needs_review
2332,友訊,theme.5g,5G,related,business.summary,5G,high,needs_review
2332,友訊,theme.5g,5G,downstream,supply_chain.downstream[1],5G,high,needs_review
2332,友訊,theme.5g,5G,downstream,relationships.customers[0],5G,high,needs_review
2332,友訊,theme.apple_supply_chain,Apple 供應鏈,upstream,relationships.suppliers[4],Apple,medium,needs_review
2337,旺宏,theme.silicon_wafer,矽晶圓,upstream,supply_chain.upstream[1],矽晶圓,high,needs_review
2337,旺宏,theme.5g,5G,downstream,supply_chain.downstream[3],5G,high,needs_review
2337,旺宏,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,relationships.customers[1],NVIDIA,medium,needs_review
2340,台亞,theme.vcsel,VCSEL,related,business.summary,VCSEL,high,needs_review
2340,台亞,theme.inp,磷化銦,related,business.summary,磷化銦,high,needs_review
2342,茂矽,theme.sic,碳化矽,related,business.summary,碳化矽,high,needs_review
2342,茂矽,theme.silicon_wafer,矽晶圓,upstream,supply_chain.upstream[1],矽晶圓,high,needs_review
2342,茂矽,theme.sic,碳化矽,upstream,supply_chain.upstream[2],碳化矽,high,needs_review
2342,茂矽,theme.silicon_wafer,矽晶圓,upstream,relationships.suppliers[0],矽晶圓,high,needs_review
2344,華邦電,theme.silicon_wafer,矽晶圓,upstream,supply_chain.upstream[1],矽晶圓,high,needs_review
2345,智邦,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2345,智邦,theme.data_center,資料中心,related,business.summary,資料中心,high,needs_review
2345,智邦,theme.nvidia_supply_chain,NVIDIA 供應鏈,upstream,supply_chain.upstream[1],NVIDIA,medium,needs_review
2345,智邦,theme.data_center,資料中心,midstream,supply_chain.midstream[1],資料中心,high,needs_review
2345,智邦,theme.data_center,資料中心,downstream,supply_chain.downstream[0],資料中心,high,needs_review
2345,智邦,theme.nvidia_supply_chain,NVIDIA 供應鏈,upstream,relationships.suppliers[0],NVIDIA,medium,needs_review
2347,聯強,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2347,聯強,theme.apple_supply_chain,Apple 供應鏈,upstream,supply_chain.upstream[2],Apple,medium,needs_review
2347,聯強,theme.apple_supply_chain,Apple 供應鏈,upstream,relationships.suppliers[2],Apple,medium,needs_review
2349,錸德,theme.silicon_wafer,矽晶圓,upstream,supply_chain.upstream[2],矽晶圓,high,needs_review
2349,錸德,theme.silicon_wafer,矽晶圓,upstream,relationships.suppliers[0],矽晶圓,high,needs_review
2351,順德,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2351,順德,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2351,順德,theme.ai_server,AI 伺服器,downstream,supply_chain.downstream[2],AI 伺服器,high,needs_review
2351,順德,theme.ev,電動車,downstream,supply_chain.downstream[4],電動車,high,needs_review
2351,順德,theme.ai_server,AI 伺服器,downstream,relationships.customers[1],AI 伺服器,high,needs_review
2351,順德,theme.ev,電動車,downstream,relationships.customers[3],電動車,high,needs_review
2353,宏碁,theme.data_center,資料中心,related,business.summary,資料中心,high,needs_review
2353,宏碁,theme.nvidia_supply_chain,NVIDIA 供應鏈,upstream,supply_chain.upstream[2],NVIDIA,medium,needs_review
2353,宏碁,theme.nvidia_supply_chain,NVIDIA 供應鏈,upstream,relationships.suppliers[1],NVIDIA,medium,needs_review
2354,鴻準,theme.ev,電動車,related,business.summary,電動車,high,needs_review
2354,鴻準,theme.apple_supply_chain,Apple 供應鏈,downstream,supply_chain.downstream[2],Apple,medium,needs_review
2354,鴻準,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[4],Tesla,medium,needs_review
2354,鴻準,theme.apple_supply_chain,Apple 供應鏈,downstream,relationships.customers[1],Apple,medium,needs_review
2354,鴻準,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[3],Tesla,medium,needs_review
2355,敬鵬,theme.leo_satellite,低軌衛星,related,business.summary,低軌衛星,high,needs_review
2355,敬鵬,theme.tesla_supply_chain,Tesla 供應鏈,downstream,supply_chain.downstream[2],Tesla,medium,needs_review
2355,敬鵬,theme.leo_satellite,低軌衛星,downstream,supply_chain.downstream[3],低軌衛星,high,needs_review
2355,敬鵬,theme.tesla_supply_chain,Tesla 供應鏈,downstream,relationships.customers[1],Tesla,medium,needs_review
2356,英業達,theme.5g,5G,related,business.summary,5G,high,needs_review
2356,英業達,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2356,英業達,theme.ai_server,AI 伺服器,upstream,supply_chain.upstream[2],AI 伺服器,high,needs_review
2356,英業達,theme.nvidia_supply_chain,NVIDIA 供應鏈,upstream,supply_chain.upstream[2],NVIDIA,medium,needs_review
2356,英業達,theme.hbm,HBM,upstream,supply_chain.upstream[3],HBM,high,needs_review
2356,英業達,theme.ai_server,AI 伺服器,midstream,supply_chain.midstream[2],AI 伺服器,high,needs_review
2356,英業達,theme.nvidia_supply_chain,NVIDIA 供應鏈,midstream,supply_chain.midstream[2],NVIDIA,medium,needs_review
2356,英業達,theme.ai_server,AI 伺服器,downstream,supply_chain.downstream[2],AI 伺服器,high,needs_review
2356,英業達,theme.ai_server,AI 伺服器,downstream,relationships.customers[2],AI 伺服器,high,needs_review
2356,英業達,theme.nvidia_supply_chain,NVIDIA 供應鏈,downstream,relationships.customers[2],NVIDIA,medium,needs_review
2356,英業達,theme.ai_server,AI 伺服器,upstream,relationships.suppliers[1],AI 伺服器,high,needs_review
2356,英業達,theme.nvidia_supply_chain,NVIDIA 供應鏈,upstream,relationships.suppliers[1],NVIDIA,medium,needs_review
2356,英業達,theme.hbm,HBM,upstream,relationships.suppliers[2],HBM,high,needs_review
2357,華碩,theme.ai_server,AI 伺服器,related,business.summary,AI 伺服器,high,needs_review
2357,華碩,theme.ai_server,AI 伺服器,upstream,supply_chain.upstream[2],AI 伺服器,high,needs_review
2357,華碩,theme.nvidia_supply_chain,NVIDIA 供應鏈,upstream,supply_chain.upstream[2],NVIDIA,medium,needs_review
2357,華碩,theme.ai_server,AI 伺服器,midstream,supply_chain.midstream[2],AI 伺服器,high,needs_review
2357,華碩,theme.nvidia_supply_chain,NVIDIA 供應鏈,midstream,supply_chain.midstream[2],NVIDIA,medium,needs_review
