ticker,company_name,source_md,rendered_md,source_wikilinks,rendered_wikilinks,missing_wikilinks,missing_source_sections,financial_preserved,competitor_count
1101,台泥,Pilot_Reports/Building Materials/1101_台泥.md,output/enrichment_all_rendered/1101_台泥.md,19,24,,,true,1
1102,亞泥,Pilot_Reports/Building Materials/1102_亞泥.md,output/enrichment_all_rendered/1102_亞泥.md,13,18,,,true,1
1103,嘉泥,Pilot_Reports/Building Materials/1103_嘉泥.md,output/enrichment_all_rendered/1103_嘉泥.md,11,14,,,true,1
1104,環泥,Pilot_Reports/Building Materials/1104_環泥.md,output/enrichment_all_rendered/1104_環泥.md,10,15,,,true,1
1108,幸福,Pilot_Reports/Building Materials/1108_幸福.md,output/enrichment_all_rendered/1108_幸福.md,8,13,,,true,1
1109,信大,Pilot_Reports/Building Materials/1109_信大.md,output/enrichment_all_rendered/1109_信大.md,8,13,,,true,1
1110,東泥,Pilot_Reports/Building Materials/1110_東泥.md,output/enrichment_all_rendered/1110_東泥.md,9,14,,,true,1
1240,茂生農經,Pilot_Reports/Farm Products/1240_茂生農經.md,output/enrichment_all_rendered/1240_茂生農經.md,5,7,,,true,1
1301,台塑,Pilot_Reports/Specialty Chemicals/1301_台塑.md,output/enrichment_all_rendered/1301_台塑.md,12,17,,,true,1
1303,南亞,Pilot_Reports/Specialty Chemicals/1303_南亞.md,output/enrichment_all_rendered/1303_南亞.md,25,30,,,true,1
1304,台聚,Pilot_Reports/Specialty Chemicals/1304_台聚.md,output/enrichment_all_rendered/1304_台聚.md,12,14,,,true,1
1305,華夏,Pilot_Reports/Specialty Chemicals/1305_華夏.md,output/enrichment_all_rendered/1305_華夏.md,12,16,,,true,1
1307,三芳,Pilot_Reports/Textile Manufacturing/1307_三芳.md,output/enrichment_all_rendered/1307_三芳.md,17,22,,,true,1
1308,亞聚,Pilot_Reports/Specialty Chemicals/1308_亞聚.md,output/enrichment_all_rendered/1308_亞聚.md,12,16,,,true,1
1309,台達化,Pilot_Reports/Specialty Chemicals/1309_台達化.md,output/enrichment_all_rendered/1309_台達化.md,9,13,,,true,1
1310,台苯,Pilot_Reports/Chemicals/1310_台苯.md,output/enrichment_all_rendered/1310_台苯.md,8,13,,,true,1
1312,國喬,Pilot_Reports/Chemicals/1312_國喬.md,output/enrichment_all_rendered/1312_國喬.md,10,15,,,true,1
1313,聯成,Pilot_Reports/Chemicals/1313_聯成.md,output/enrichment_all_rendered/1313_聯成.md,10,15,,,true,1
1314,中石化,Pilot_Reports/Specialty Chemicals/1314_中石化.md,output/enrichment_all_rendered/1314_中石化.md,14,19,,,true,1
1315,達新,Pilot_Reports/Apparel Manufacturing/1315_達新.md,output/enrichment_all_rendered/1315_達新.md,5,10,,,true,1
1316,上曜,Pilot_Reports/Real Estate Services/1316_上曜.md,output/enrichment_all_rendered/1316_上曜.md,3,8,,,true,1
1319,東陽,Pilot_Reports/Auto Parts/1319_東陽.md,output/enrichment_all_rendered/1319_東陽.md,16,21,,,true,1
1321,大洋,Pilot_Reports/Specialty Chemicals/1321_大洋.md,output/enrichment_all_rendered/1321_大洋.md,4,8,,,true,1
1323,永裕,Pilot_Reports/Packaging & Containers/1323_永裕.md,output/enrichment_all_rendered/1323_永裕.md,11,16,,,true,1
1324,地球,Pilot_Reports/Business Equipment & Supplies/1324_地球.md,output/enrichment_all_rendered/1324_地球.md,8,13,,,true,1
1325,恆大,Pilot_Reports/Textile Manufacturing/1325_恆大.md,output/enrichment_all_rendered/1325_恆大.md,11,16,,,true,1
1326,台化,Pilot_Reports/Chemicals/1326_台化.md,output/enrichment_all_rendered/1326_台化.md,12,17,,,true,1
1336,台翰,Pilot_Reports/Auto Parts/1336_台翰.md,output/enrichment_all_rendered/1336_台翰.md,6,11,,,true,1
1337,再生-KY,Pilot_Reports/Specialty Chemicals/1337_再生-KY.md,output/enrichment_all_rendered/1337_再生-KY.md,7,11,,,true,1
1338,廣華-KY,Pilot_Reports/Auto Parts/1338_廣華-KY.md,output/enrichment_all_rendered/1338_廣華-KY.md,12,17,,,true,1
1339,昭輝,Pilot_Reports/Auto Parts/1339_昭輝.md,output/enrichment_all_rendered/1339_昭輝.md,7,12,,,true,1
1340,勝悅-KY,Pilot_Reports/Footwear & Accessories/1340_勝悅-KY.md,output/enrichment_all_rendered/1340_勝悅-KY.md,10,15,,,true,1
1341,富林-KY,Pilot_Reports/Textile Manufacturing/1341_富林-KY.md,output/enrichment_all_rendered/1341_富林-KY.md,11,16,,,true,1
1342,八貫,Pilot_Reports/Textile Manufacturing/1342_八貫.md,output/enrichment_all_rendered/1342_八貫.md,19,24,,,true,1
1343,旭東環保,Pilot_Reports/Metal Fabrication/1343_旭東環保.md,output/enrichment_all_rendered/1343_旭東環保.md,4,10,,,true,1
1402,遠東新,Pilot_Reports/Textile Manufacturing/1402_遠東新.md,output/enrichment_all_rendered/1402_遠東新.md,17,22,,,true,1
1409,新纖,Pilot_Reports/Textile Manufacturing/1409_新纖.md,output/enrichment_all_rendered/1409_新纖.md,9,14,,,true,1
1410,南染,Pilot_Reports/Textile Manufacturing/1410_南染.md,output/enrichment_all_rendered/1410_南染.md,8,13,,,true,1
1413,宏洲,Pilot_Reports/Textile Manufacturing/1413_宏洲.md,output/enrichment_all_rendered/1413_宏洲.md,7,12,,,true,1
1414,東和,Pilot_Reports/Textile Manufacturing/1414_東和.md,output/enrichment_all_rendered/1414_東和.md,10,14,,,true,1
1416,廣豐,Pilot_Reports/Information Technology Services/1416_廣豐.md,output/enrichment_all_rendered/1416_廣豐.md,4,9,,,true,1
1417,嘉裕,Pilot_Reports/Apparel Retail/1417_嘉裕.md,output/enrichment_all_rendered/1417_嘉裕.md,12,13,,,true,1
1418,東華,Pilot_Reports/Textile Manufacturing/1418_東華.md,output/enrichment_all_rendered/1418_東華.md,7,12,,,true,1
1419,新紡,Pilot_Reports/Textile Manufacturing/1419_新紡.md,output/enrichment_all_rendered/1419_新紡.md,6,11,,,true,1
1423,利華,Pilot_Reports/Textile Manufacturing/1423_利華.md,output/enrichment_all_rendered/1423_利華.md,7,12,,,true,1
1432,大魯閣,Pilot_Reports/Leisure/1432_大魯閣.md,output/enrichment_all_rendered/1432_大魯閣.md,5,10,,,true,1
1434,福懋,Pilot_Reports/Textile Manufacturing/1434_福懋.md,output/enrichment_all_rendered/1434_福懋.md,14,19,,,true,1
1435,中福,Pilot_Reports/Conglomerates/1435_中福.md,output/enrichment_all_rendered/1435_中福.md,6,11,,,true,1
1436,華友聯,Pilot_Reports/Real Estate - Development/1436_華友聯.md,output/enrichment_all_rendered/1436_華友聯.md,5,10,,,true,1
1437,勤益控,Pilot_Reports/Real Estate Services/1437_勤益控.md,output/enrichment_all_rendered/1437_勤益控.md,3,8,,,true,1
1438,三地開發,Pilot_Reports/Real Estate - Diversified/1438_三地開發.md,output/enrichment_all_rendered/1438_三地開發.md,5,10,,,true,1
1439,雋揚,Pilot_Reports/Textile Manufacturing/1439_雋揚.md,output/enrichment_all_rendered/1439_雋揚.md,6,11,,,true,1
1440,南紡,Pilot_Reports/Textile Manufacturing/1440_南紡.md,output/enrichment_all_rendered/1440_南紡.md,6,11,,,true,1
1441,大東,Pilot_Reports/Textile Manufacturing/1441_大東.md,output/enrichment_all_rendered/1441_大東.md,8,12,,,true,1
1442,名軒,Pilot_Reports/Real Estate - Development/1442_名軒.md,output/enrichment_all_rendered/1442_名軒.md,5,10,,,true,1
1443,立益物流,Pilot_Reports/Integrated Freight & Logistics/1443_立益物流.md,output/enrichment_all_rendered/1443_立益物流.md,4,9,,,true,1
1444,力麗,Pilot_Reports/Textile Manufacturing/1444_力麗.md,output/enrichment_all_rendered/1444_力麗.md,10,15,,,true,1
1445,大宇,Pilot_Reports/Textile Manufacturing/1445_大宇.md,output/enrichment_all_rendered/1445_大宇.md,6,10,,,true,1
1446,宏和,Pilot_Reports/Textile Manufacturing/1446_宏和.md,output/enrichment_all_rendered/1446_宏和.md,8,12,,,true,1
1447,力鵬,Pilot_Reports/Textile Manufacturing/1447_力鵬.md,output/enrichment_all_rendered/1447_力鵬.md,4,9,,,true,1
1449,佳和,Pilot_Reports/Textile Manufacturing/1449_佳和.md,output/enrichment_all_rendered/1449_佳和.md,6,11,,,true,1
1451,年興,Pilot_Reports/Textile Manufacturing/1451_年興.md,output/enrichment_all_rendered/1451_年興.md,9,14,,,true,1
1452,宏益,Pilot_Reports/Textile Manufacturing/1452_宏益.md,output/enrichment_all_rendered/1452_宏益.md,9,13,,,true,1
1453,大將,Pilot_Reports/Textile Manufacturing/1453_大將.md,output/enrichment_all_rendered/1453_大將.md,8,12,,,true,1
1454,台富,Pilot_Reports/Textile Manufacturing/1454_台富.md,output/enrichment_all_rendered/1454_台富.md,6,10,,,true,1
1455,集盛,Pilot_Reports/Textile Manufacturing/1455_集盛.md,output/enrichment_all_rendered/1455_集盛.md,6,11,,,true,1
1456,怡華,Pilot_Reports/Real Estate Services/1456_怡華.md,output/enrichment_all_rendered/1456_怡華.md,4,9,,,true,1
1457,宜進,Pilot_Reports/Textile Manufacturing/1457_宜進.md,output/enrichment_all_rendered/1457_宜進.md,6,10,,,true,1
1459,聯發,Pilot_Reports/Textile Manufacturing/1459_聯發.md,output/enrichment_all_rendered/1459_聯發.md,6,10,,,true,1
1460,宏遠,Pilot_Reports/Textile Manufacturing/1460_宏遠.md,output/enrichment_all_rendered/1460_宏遠.md,10,14,,,true,1
1463,強盛新,Pilot_Reports/Textile Manufacturing/1463_強盛新.md,output/enrichment_all_rendered/1463_強盛新.md,7,12,,,true,1
1464,得力,Pilot_Reports/Textile Manufacturing/1464_得力.md,output/enrichment_all_rendered/1464_得力.md,10,14,,,true,1
1465,偉全,Pilot_Reports/Textile Manufacturing/1465_偉全.md,output/enrichment_all_rendered/1465_偉全.md,6,10,,,true,1
1466,聚隆,Pilot_Reports/Textile Manufacturing/1466_聚隆.md,output/enrichment_all_rendered/1466_聚隆.md,8,13,,,true,1
1467,南緯,Pilot_Reports/Apparel Manufacturing/1467_南緯.md,output/enrichment_all_rendered/1467_南緯.md,8,13,,,true,1
1468,昶和,Pilot_Reports/Textile Manufacturing/1468_昶和.md,output/enrichment_all_rendered/1468_昶和.md,4,8,,,true,1
1470,大統新創,Pilot_Reports/Textile Manufacturing/1470_大統新創.md,output/enrichment_all_rendered/1470_大統新創.md,8,12,,,true,1
1471,首利,Pilot_Reports/Computer Hardware/1471_首利.md,output/enrichment_all_rendered/1471_首利.md,5,10,,,true,1
1472,三洋實業,Pilot_Reports/Engineering & Construction/1472_三洋實業.md,output/enrichment_all_rendered/1472_三洋實業.md,5,10,,,true,1
1473,台南,Pilot_Reports/Apparel Manufacturing/1473_台南.md,output/enrichment_all_rendered/1473_台南.md,8,13,,,true,1
1474,弘裕,Pilot_Reports/Textile Manufacturing/1474_弘裕.md,output/enrichment_all_rendered/1474_弘裕.md,6,10,,,true,1
1475,業旺,Pilot_Reports/Textile Manufacturing/1475_業旺.md,output/enrichment_all_rendered/1475_業旺.md,8,13,,,true,1
1476,儒鴻,Pilot_Reports/Apparel Manufacturing/1476_儒鴻.md,output/enrichment_all_rendered/1476_儒鴻.md,18,23,,,true,1
1477,聚陽,Pilot_Reports/Apparel Manufacturing/1477_聚陽.md,output/enrichment_all_rendered/1477_聚陽.md,12,17,,,true,1
1503,士電,Pilot_Reports/Electrical Equipment & Parts/1503_士電.md,output/enrichment_all_rendered/1503_士電.md,14,19,,,true,1
1504,東元,Pilot_Reports/Specialty Industrial Machinery/1504_東元.md,output/enrichment_all_rendered/1504_東元.md,13,18,,,true,1
1506,正道,Pilot_Reports/Auto Parts/1506_正道.md,output/enrichment_all_rendered/1506_正道.md,5,10,,,true,1
1512,瑞利,Pilot_Reports/Auto Parts/1512_瑞利.md,output/enrichment_all_rendered/1512_瑞利.md,7,12,,,true,1
1513,中興電,Pilot_Reports/Specialty Industrial Machinery/1513_中興電.md,output/enrichment_all_rendered/1513_中興電.md,4,9,,,true,1
1514,亞力,Pilot_Reports/Electrical Equipment & Parts/1514_亞力.md,output/enrichment_all_rendered/1514_亞力.md,15,20,,,true,1
1515,力山,Pilot_Reports/Leisure/1515_力山.md,output/enrichment_all_rendered/1515_力山.md,10,15,,,true,1
1516,川飛,Pilot_Reports/Thermal Coal/1516_川飛.md,output/enrichment_all_rendered/1516_川飛.md,5,6,,,true,1
1517,利奇,Pilot_Reports/Recreational Vehicles/1517_利奇.md,output/enrichment_all_rendered/1517_利奇.md,6,8,,,true,1
1519,華城,Pilot_Reports/Electrical Equipment & Parts/1519_華城.md,output/enrichment_all_rendered/1519_華城.md,17,22,,,true,1
1521,大億,Pilot_Reports/Auto Parts/1521_大億.md,output/enrichment_all_rendered/1521_大億.md,10,15,,,true,1
1522,堤維西,Pilot_Reports/Auto Parts/1522_堤維西.md,output/enrichment_all_rendered/1522_堤維西.md,5,10,,,true,1
1524,耿鼎,Pilot_Reports/Auto Parts/1524_耿鼎.md,output/enrichment_all_rendered/1524_耿鼎.md,3,8,,,true,1
1525,江申,Pilot_Reports/Auto Parts/1525_江申.md,output/enrichment_all_rendered/1525_江申.md,13,18,,,true,1
1526,日馳,Pilot_Reports/Leisure/1526_日馳.md,output/enrichment_all_rendered/1526_日馳.md,6,11,,,true,1
1527,鑽全,Pilot_Reports/Tools & Accessories/1527_鑽全.md,output/enrichment_all_rendered/1527_鑽全.md,9,14,,,true,1
1528,恩德,Pilot_Reports/Specialty Industrial Machinery/1528_恩德.md,output/enrichment_all_rendered/1528_恩德.md,10,15,,,true,1
1529,樂事綠能,Pilot_Reports/Electrical Equipment & Parts/1529_樂事綠能.md,output/enrichment_all_rendered/1529_樂事綠能.md,8,13,,,true,1
1530,亞崴,Pilot_Reports/Specialty Industrial Machinery/1530_亞崴.md,output/enrichment_all_rendered/1530_亞崴.md,8,13,,,true,1
1531,高林股,Pilot_Reports/Specialty Industrial Machinery/1531_高林股.md,output/enrichment_all_rendered/1531_高林股.md,3,8,,,true,1
1532,勤美,Pilot_Reports/Metal Fabrication/1532_勤美.md,output/enrichment_all_rendered/1532_勤美.md,12,18,,,true,1
1533,車王電,Pilot_Reports/Auto Parts/1533_車王電.md,output/enrichment_all_rendered/1533_車王電.md,5,10,,,true,1
1535,中宇,Pilot_Reports/Pollution & Treatment Controls/1535_中宇.md,output/enrichment_all_rendered/1535_中宇.md,9,14,,,true,1
1536,和大,Pilot_Reports/Auto Parts/1536_和大.md,output/enrichment_all_rendered/1536_和大.md,10,15,,,true,1
1537,廣隆,Pilot_Reports/Electrical Equipment & Parts/1537_廣隆.md,output/enrichment_all_rendered/1537_廣隆.md,11,16,,,true,1
1538,正峰,Pilot_Reports/Tools & Accessories/1538_正峰.md,output/enrichment_all_rendered/1538_正峰.md,9,14,,,true,1
1539,巨庭,Pilot_Reports/Specialty Industrial Machinery/1539_巨庭.md,output/enrichment_all_rendered/1539_巨庭.md,7,12,,,true,1
1540,喬福,Pilot_Reports/Specialty Industrial Machinery/1540_喬福.md,output/enrichment_all_rendered/1540_喬福.md,5,10,,,true,1
1541,錩泰,Pilot_Reports/Tools & Accessories/1541_錩泰.md,output/enrichment_all_rendered/1541_錩泰.md,5,10,,,true,1
1558,伸興,"Pilot_Reports/Furnishings, Fixtures & Appliances/1558_伸興.md",output/enrichment_all_rendered/1558_伸興.md,9,14,,,true,1
1560,中砂,Pilot_Reports/Tools & Accessories/1560_中砂.md,output/enrichment_all_rendered/1560_中砂.md,9,14,,,true,1
1563,巧新,Pilot_Reports/Auto Parts/1563_巧新.md,output/enrichment_all_rendered/1563_巧新.md,14,14,,,true,2
1568,倉佑,Pilot_Reports/Auto Parts/1568_倉佑.md,output/enrichment_all_rendered/1568_倉佑.md,5,10,,,true,1
1569,濱川,Pilot_Reports/Metal Fabrication/1569_濱川.md,output/enrichment_all_rendered/1569_濱川.md,8,14,,,true,1
1570,力肯,Pilot_Reports/Tools & Accessories/1570_力肯.md,output/enrichment_all_rendered/1570_力肯.md,7,12,,,true,1
1580,新麥,Pilot_Reports/Specialty Industrial Machinery/1580_新麥.md,output/enrichment_all_rendered/1580_新麥.md,10,15,,,true,1
1582,信錦,Pilot_Reports/Electronic Components/1582_信錦.md,output/enrichment_all_rendered/1582_信錦.md,12,16,,,true,1
1583,程泰,Pilot_Reports/Specialty Industrial Machinery/1583_程泰.md,output/enrichment_all_rendered/1583_程泰.md,7,11,,,true,1
1584,精剛,Pilot_Reports/Metal Fabrication/1584_精剛.md,output/enrichment_all_rendered/1584_精剛.md,7,13,,,true,1
1586,和勤,Pilot_Reports/Metal Fabrication/1586_和勤.md,output/enrichment_all_rendered/1586_和勤.md,10,16,,,true,1
1587,吉茂,Pilot_Reports/Auto Parts/1587_吉茂.md,output/enrichment_all_rendered/1587_吉茂.md,5,10,,,true,1
1589,永冠-KY,Pilot_Reports/Metal Fabrication/1589_永冠-KY.md,output/enrichment_all_rendered/1589_永冠-KY.md,7,13,,,true,1
1590,亞德客-KY,Pilot_Reports/Specialty Industrial Machinery/1590_亞德客-KY.md,output/enrichment_all_rendered/1590_亞德客-KY.md,10,10,,,true,3
1591,駿吉-KY,Pilot_Reports/Tools & Accessories/1591_駿吉-KY.md,output/enrichment_all_rendered/1591_駿吉-KY.md,5,10,,,true,1
1593,祺驊,Pilot_Reports/Leisure/1593_祺驊.md,output/enrichment_all_rendered/1593_祺驊.md,10,13,,,true,1
1594,日高,Pilot_Reports/Engineering & Construction/1594_日高.md,output/enrichment_all_rendered/1594_日高.md,6,11,,,true,1
1595,川寶,Pilot_Reports/Specialty Industrial Machinery/1595_川寶.md,output/enrichment_all_rendered/1595_川寶.md,7,12,,,true,1
1597,直得,Pilot_Reports/Electrical Equipment & Parts/1597_直得.md,output/enrichment_all_rendered/1597_直得.md,11,16,,,true,1
1598,岱宇,Pilot_Reports/Leisure/1598_岱宇.md,output/enrichment_all_rendered/1598_岱宇.md,5,9,,,true,1
1599,宏佳騰,Pilot_Reports/Auto Manufacturers/1599_宏佳騰.md,output/enrichment_all_rendered/1599_宏佳騰.md,6,11,,,true,1
1603,華電,Pilot_Reports/Electronics & Computer Distribution/1603_華電.md,output/enrichment_all_rendered/1603_華電.md,11,15,,,true,1
1604,聲寶,"Pilot_Reports/Furnishings, Fixtures & Appliances/1604_聲寶.md",output/enrichment_all_rendered/1604_聲寶.md,7,12,,,true,1
1605,華新,Pilot_Reports/Steel/1605_華新.md,output/enrichment_all_rendered/1605_華新.md,11,16,,,true,1
1608,華榮,Pilot_Reports/Electrical Equipment & Parts/1608_華榮.md,output/enrichment_all_rendered/1608_華榮.md,8,13,,,true,1
1609,大亞,Pilot_Reports/Electrical Equipment & Parts/1609_大亞.md,output/enrichment_all_rendered/1609_大亞.md,13,18,,,true,1
1611,中電,"Pilot_Reports/Furnishings, Fixtures & Appliances/1611_中電.md",output/enrichment_all_rendered/1611_中電.md,6,11,,,true,1
1612,宏泰,Pilot_Reports/Electrical Equipment & Parts/1612_宏泰.md,output/enrichment_all_rendered/1612_宏泰.md,7,12,,,true,1
1614,三洋電,"Pilot_Reports/Furnishings, Fixtures & Appliances/1614_三洋電.md",output/enrichment_all_rendered/1614_三洋電.md,6,11,,,true,1
1615,大山,Pilot_Reports/Electrical Equipment & Parts/1615_大山.md,output/enrichment_all_rendered/1615_大山.md,5,10,,,true,1
1616,億泰,Pilot_Reports/Electrical Equipment & Parts/1616_億泰.md,output/enrichment_all_rendered/1616_億泰.md,9,14,,,true,1
1617,榮星,Pilot_Reports/Electrical Equipment & Parts/1617_榮星.md,output/enrichment_all_rendered/1617_榮星.md,9,14,,,true,1
1618,合機,Pilot_Reports/Electronics & Computer Distribution/1618_合機.md,output/enrichment_all_rendered/1618_合機.md,5,9,,,true,1
1623,大東電,Pilot_Reports/Electrical Equipment & Parts/1623_大東電.md,output/enrichment_all_rendered/1623_大東電.md,4,9,,,true,1
1626,艾美特-KY,"Pilot_Reports/Furnishings, Fixtures & Appliances/1626_艾美特-KY.md",output/enrichment_all_rendered/1626_艾美特-KY.md,7,12,,,true,1
1708,東鹼,Pilot_Reports/Chemicals/1708_東鹼.md,output/enrichment_all_rendered/1708_東鹼.md,14,19,,,true,1
1709,和益,Pilot_Reports/Chemicals/1709_和益.md,output/enrichment_all_rendered/1709_和益.md,14,19,,,true,1
1710,東聯,Pilot_Reports/Chemicals/1710_東聯.md,output/enrichment_all_rendered/1710_東聯.md,9,14,,,true,1
1711,永光,Pilot_Reports/Specialty Chemicals/1711_永光.md,output/enrichment_all_rendered/1711_永光.md,10,15,,,true,1
1712,興農,Pilot_Reports/Agricultural Inputs/1712_興農.md,output/enrichment_all_rendered/1712_興農.md,10,12,,,true,1
1713,國化,Pilot_Reports/Specialty Chemicals/1713_國化.md,output/enrichment_all_rendered/1713_國化.md,3,8,,,true,1
1714,和桐,Pilot_Reports/Chemicals/1714_和桐.md,output/enrichment_all_rendered/1714_和桐.md,8,13,,,true,1
1717,長興,Pilot_Reports/Specialty Chemicals/1717_長興.md,output/enrichment_all_rendered/1717_長興.md,16,16,,,true,4
1718,中纖,Pilot_Reports/Specialty Chemicals/1718_中纖.md,output/enrichment_all_rendered/1718_中纖.md,12,17,,,true,1
1721,三晃,Pilot_Reports/Chemicals/1721_三晃.md,output/enrichment_all_rendered/1721_三晃.md,14,19,,,true,1
1722,台肥,Pilot_Reports/Agricultural Inputs/1722_台肥.md,output/enrichment_all_rendered/1722_台肥.md,16,18,,,true,1
1723,中碳,Pilot_Reports/Chemicals/1723_中碳.md,output/enrichment_all_rendered/1723_中碳.md,9,14,,,true,1
1725,元禎,Pilot_Reports/Specialty Chemicals/1725_元禎.md,output/enrichment_all_rendered/1725_元禎.md,5,9,,,true,1
1726,永記,Pilot_Reports/Specialty Chemicals/1726_永記.md,output/enrichment_all_rendered/1726_永記.md,5,10,,,true,1
1727,中華化,Pilot_Reports/Chemicals/1727_中華化.md,output/enrichment_all_rendered/1727_中華化.md,10,10,,,true,3
1730,花仙子,Pilot_Reports/Household & Personal Products/1730_花仙子.md,output/enrichment_all_rendered/1730_花仙子.md,15,20,,,true,1
1732,毛寶,Pilot_Reports/Household & Personal Products/1732_毛寶.md,output/enrichment_all_rendered/1732_毛寶.md,8,13,,,true,1
1735,日勝化,Pilot_Reports/Chemicals/1735_日勝化.md,output/enrichment_all_rendered/1735_日勝化.md,13,18,,,true,1
1736,喬山,Pilot_Reports/Leisure/1736_喬山.md,output/enrichment_all_rendered/1736_喬山.md,7,11,,,true,1
1742,台蠟,Pilot_Reports/Specialty Chemicals/1742_台蠟.md,output/enrichment_all_rendered/1742_台蠟.md,4,9,,,true,1
1773,勝一,Pilot_Reports/Chemicals/1773_勝一.md,output/enrichment_all_rendered/1773_勝一.md,15,20,,,true,1
1776,展宇,Pilot_Reports/Chemicals/1776_展宇.md,output/enrichment_all_rendered/1776_展宇.md,11,16,,,true,1
1785,光洋科,Pilot_Reports/Metal Fabrication/1785_光洋科.md,output/enrichment_all_rendered/1785_光洋科.md,12,18,,,true,1
1802,台玻,Pilot_Reports/Building Materials/1802_台玻.md,output/enrichment_all_rendered/1802_台玻.md,6,11,,,true,1
1805,寶徠,Pilot_Reports/Real Estate - Development/1805_寶徠.md,output/enrichment_all_rendered/1805_寶徠.md,5,10,,,true,1
1806,冠軍,Pilot_Reports/Building Products & Equipment/1806_冠軍.md,output/enrichment_all_rendered/1806_冠軍.md,7,11,,,true,1
1808,潤隆,Pilot_Reports/Real Estate - Development/1808_潤隆.md,output/enrichment_all_rendered/1808_潤隆.md,5,10,,,true,1
1809,中釉,Pilot_Reports/Building Products & Equipment/1809_中釉.md,output/enrichment_all_rendered/1809_中釉.md,9,14,,,true,1
1810,和成,"Pilot_Reports/Furnishings, Fixtures & Appliances/1810_和成.md",output/enrichment_all_rendered/1810_和成.md,9,9,,,true,1
1815,富喬,Pilot_Reports/Electronic Components/1815_富喬.md,output/enrichment_all_rendered/1815_富喬.md,12,12,,,true,1
1817,凱撒衛,Pilot_Reports/Household & Personal Products/1817_凱撒衛.md,output/enrichment_all_rendered/1817_凱撒衛.md,6,11,,,true,1
2002,中鋼,Pilot_Reports/Steel/2002_中鋼.md,output/enrichment_all_rendered/2002_中鋼.md,18,23,,,true,1
2006,東和鋼鐵,Pilot_Reports/Steel/2006_東和鋼鐵.md,output/enrichment_all_rendered/2006_東和鋼鐵.md,7,12,,,true,1
2007,燁興,Pilot_Reports/Steel/2007_燁興.md,output/enrichment_all_rendered/2007_燁興.md,8,12,,,true,1
2008,高興昌,Pilot_Reports/Steel/2008_高興昌.md,output/enrichment_all_rendered/2008_高興昌.md,5,9,,,true,1
2009,第一銅,Pilot_Reports/Copper/2009_第一銅.md,output/enrichment_all_rendered/2009_第一銅.md,8,9,,,true,1
2010,春源,Pilot_Reports/Steel/2010_春源.md,output/enrichment_all_rendered/2010_春源.md,15,19,,,true,1
2012,春雨,Pilot_Reports/Steel/2012_春雨.md,output/enrichment_all_rendered/2012_春雨.md,7,11,,,true,1
2013,中鋼構,Pilot_Reports/Steel/2013_中鋼構.md,output/enrichment_all_rendered/2013_中鋼構.md,8,12,,,true,1
2014,中鴻,Pilot_Reports/Steel/2014_中鴻.md,output/enrichment_all_rendered/2014_中鴻.md,7,12,,,true,1
2015,豐興,Pilot_Reports/Steel/2015_豐興.md,output/enrichment_all_rendered/2015_豐興.md,6,7,,,true,1
2017,官田鋼,Pilot_Reports/Steel/2017_官田鋼.md,output/enrichment_all_rendered/2017_官田鋼.md,5,9,,,true,1
2020,美亞,Pilot_Reports/Steel/2020_美亞.md,output/enrichment_all_rendered/2020_美亞.md,14,18,,,true,1
2022,聚亨,Pilot_Reports/Tools & Accessories/2022_聚亨.md,output/enrichment_all_rendered/2022_聚亨.md,7,12,,,true,1
2023,燁輝,Pilot_Reports/Steel/2023_燁輝.md,output/enrichment_all_rendered/2023_燁輝.md,9,12,,,true,1
2024,志聯,Pilot_Reports/Steel/2024_志聯.md,output/enrichment_all_rendered/2024_志聯.md,5,9,,,true,1
2025,千興,Pilot_Reports/Steel/2025_千興.md,output/enrichment_all_rendered/2025_千興.md,5,10,,,true,1
2027,大成鋼,Pilot_Reports/Steel/2027_大成鋼.md,output/enrichment_all_rendered/2027_大成鋼.md,12,17,,,true,1
2028,威致,Pilot_Reports/Steel/2028_威致.md,output/enrichment_all_rendered/2028_威致.md,3,8,,,true,1
2029,盛餘,Pilot_Reports/Steel/2029_盛餘.md,output/enrichment_all_rendered/2029_盛餘.md,5,9,,,true,1
2030,彰源,Pilot_Reports/Steel/2030_彰源.md,output/enrichment_all_rendered/2030_彰源.md,13,18,,,true,1
2031,新光鋼,Pilot_Reports/Steel/2031_新光鋼.md,output/enrichment_all_rendered/2031_新光鋼.md,5,9,,,true,1
2032,新鋼,Pilot_Reports/Steel/2032_新鋼.md,output/enrichment_all_rendered/2032_新鋼.md,4,9,,,true,1
2033,佳大,Pilot_Reports/Steel/2033_佳大.md,output/enrichment_all_rendered/2033_佳大.md,4,8,,,true,1
2034,允強,Pilot_Reports/Steel/2034_允強.md,output/enrichment_all_rendered/2034_允強.md,6,11,,,true,1
2035,唐榮,Pilot_Reports/Steel/2035_唐榮.md,output/enrichment_all_rendered/2035_唐榮.md,5,10,,,true,1
2038,海光,Pilot_Reports/Steel/2038_海光.md,output/enrichment_all_rendered/2038_海光.md,4,9,,,true,1
2049,上銀,Pilot_Reports/Tools & Accessories/2049_上銀.md,output/enrichment_all_rendered/2049_上銀.md,19,24,,,true,1
2059,川湖,"Pilot_Reports/Furnishings, Fixtures & Appliances/2059_川湖.md",output/enrichment_all_rendered/2059_川湖.md,11,11,,,true,1
2061,風青,Pilot_Reports/Electrical Equipment & Parts/2061_風青.md,output/enrichment_all_rendered/2061_風青.md,5,10,,,true,1
